insecurityRate,pWhite,pBlack,pHispanic,pAsian,county,pLOWI,pKids,pSeniors,numInsecure,numWhite,numBlack,numAsian,numHispanic,region
12.2%,82.15474517345957,2.7109993342702863,15.230416450920925,2.840446778607885,"Elmore County, Idaho",39.91419483689622,28.385975294030626,10.045121680597676,"3,270",22213.0,733.0,768.0,4118.0,1.0
9.1%,94.35319881119975,0.21898951978726733,6.554043485061786,0.11731581417175035,"Franklin County, Idaho",34.45174409510402,35.17910214296887,12.84999217894572,"1,230",12064.0,28.0,15.0,838.0,1.0
9.6%,89.52575139706993,0.347379549916931,12.792629512158285,0.21900015103458692,"Fremont County, Idaho",36.21809394351306,31.369883703368075,13.92538891406132,"1,250",11855.0,46.0,29.0,1694.0,1.0
13.5%,93.40271547341348,0.11962437944853162,7.990908547161911,0.5024223936838328,"Gem County, Idaho",40.56462707099707,24.511035349004125,18.583647347329386,"2,340",15616.0,20.0,84.0,1336.0,1.0
10.4%,80.7100362131402,0.23926539058458357,28.091050181065704,0.46559751681324363,"Gooding County, Idaho",40.39705121572685,29.507242628039315,15.054319710294878,"1,580",12481.0,37.0,72.0,4344.0,1.0
13.8%,93.80340566791664,0.2581914305034733,2.58806172004672,0.41802422081514723,"Idaho County, Idaho",45.398659863527385,20.9319481158173,21.17169730128481,"2,270",15259.0,42.0,68.0,421.0,1.0
6.6%,91.21652639632747,0.19892884468247896,10.103289977046671,0.3940321346595256,"Jefferson County, Idaho",38.33205814843153,35.52792654934965,9.579188982402448,"1,890",23844.0,52.0,103.0,2641.0,1.0
10.7%,80.0214534727809,0.27710735675337445,30.968981853937606,0.3396799856976848,"Jerome County, Idaho",45.24448020023241,31.053901850362024,11.204970054527577,"2,530",17904.0,62.0,76.0,6929.0,1.0
10.8%,94.47629500194954,0.3003740234233974,3.8037748927751385,0.6938928762256849,"Kootenai County, Idaho",34.85132929946423,24.725980908920242,14.497378947824455,"16,960",130844.0,416.0,961.0,5268.0,1.0
11.4%,92.78541510041886,0.7867038986145418,3.560305015572978,2.09698206422511,"Latah County, Idaho",37.828912039523146,18.711738803565677,10.358715497798302,"4,520",34557.0,293.0,781.0,1326.0,1.0
12.2%,96.44657258064517,0.22681451612903228,2.2807459677419355,0.3780241935483871,"Lemhi County, Idaho",42.33870967741936,19.858870967741936,22.152217741935484,960,7654.0,18.0,30.0,181.0,1.0
16.2%,90.2904998691442,0.36639623135304894,3.3499084009421614,0.44490970950013087,"Lewis County, Idaho",41.92619733054174,22.19314315624182,21.826746924888774,620,3450.0,14.0,17.0,128.0,1.0
9.7%,80.08832565284179,0.36482334869431643,28.341013824884794,0.38402457757296465,"Lincoln County, Idaho",43.12596006144393,32.62288786482335,11.002304147465438,520,4171.0,19.0,20.0,1476.0,1.0
12.6%,93.86988491048594,0.4928601875532822,5.908994032395567,0.937766410912191,"Madison County, Idaho",57.861786018755325,25.96973572037511,5.573316283034953,"4,930",35235.0,185.0,352.0,2218.0,1.0
10.3%,80.17838457322239,0.38367631670735963,32.353380836115406,0.4384872190941253,"Minidoka County, Idaho",44.91006029199263,29.363695251382733,14.793960835118842,"2,130",16091.0,77.0,88.0,6493.0,1.0
11.3%,90.13116006621674,0.297975296065198,2.8243983191137145,0.7105564752323952,"Nez Perce County, Idaho",32.90207563988285,21.685979880300522,17.988030052209346,"4,540",35390.0,117.0,279.0,1109.0,1.0
10.2%,96.68688754083061,0.2099860009332711,2.9398040130657956,0.4666355576294913,"Oneida County, Idaho",36.86420905272982,29.93467102193187,16.658889407372843,450,4144.0,9.0,20.0,126.0,1.0
11.8%,75.97605413846955,0.1995488460871074,25.845913586673607,0.5379142807565505,"Owyhee County, Idaho",42.39979177511712,29.22956793336804,13.98577129967031,"1,360",8757.0,23.0,62.0,2979.0,1.0
11.2%,88.63987976837731,0.22985457277991425,14.865402466516379,0.8354329664500729,"Payette County, Idaho",37.00216593732043,28.661097113557,15.303010210847368,"2,600",20053.0,52.0,189.0,3363.0,1.0
9.4%,75.05436868363823,0.281437891774338,29.781246002302673,0.4093642062172189,"Power County, Idaho",44.73583216067545,30.881412306511454,12.114621977740821,720,5867.0,22.0,32.0,2328.0,1.0
17.7%,95.3701527614571,0.20368194281237761,2.9768899334116727,0.3681942812377595,"Shoshone County, Idaho",40.50137093615355,20.83822953388171,19.874657265961616,"2,230",12174.0,26.0,47.0,380.0,1.0
5.0%,85.63421828908555,0.24582104228121926,16.922320550639135,0.471976401179941,"Teton County, Idaho",28.761061946902654,29.724680432645034,6.529006882989184,570,8709.0,25.0,48.0,1721.0,1.0
10.8%,88.94600543830119,0.4428330959471708,13.686391298718114,1.1938365919979284,"Twin Falls County, Idaho",40.268030558073285,27.377961931891754,13.862488670205877,"9,190",68693.0,342.0,922.0,10570.0,1.0
9.3%,95.77164875278848,0.11153924153315757,3.9140133847089835,0.41573717298722374,"Valley County, Idaho",36.75725005069966,19.76272561346583,16.822145609409855,990,9445.0,11.0,41.0,386.0,1.0
12.4%,86.63463424200823,0.1765051970974701,16.826828789958814,0.8923318297705433,"Washington County, Idaho",44.63620317709355,24.691115905079428,20.504020396156108,"1,250",8835.0,18.0,91.0,1716.0,1.0
11.1%,93.6888067597574,3.4737642132244457,1.1564311580704292,0.6571986349343546,"Adams County, Illinois",29.055332846519526,23.04069862748312,17.505923729192435,"7,310",62868.0,2331.0,441.0,776.0,2.0
16.3%,60.91284292303957,35.38480213644088,1.8815246419033747,0.19422189851905802,"Alexander County, Illinois",40.19179412478757,22.881767419276525,16.957999514445255,"1,020",5018.0,2915.0,16.0,155.0,2.0
10.7%,90.85434488968933,6.078343088698785,3.0785682125168843,0.3827104907699235,"Bond County, Illinois",25.219495722647455,20.54254840162089,15.032642953624492,"1,770",16143.0,1080.0,68.0,547.0,2.0
8.7%,84.41613588110404,1.9643681344041355,20.247392227453155,1.2665005077079294,"Boone County, Illinois",28.547955321702208,28.955967875934647,11.749284593372105,"4,650",45724.0,1064.0,686.0,10967.0,2.0
8.4%,76.0559319590601,18.451780308490704,5.795012253135361,0.23064725385613377,"Brown County, Illinois",20.109557445581665,16.05881504973331,12.382874441401182,560,5276.0,1280.0,16.0,402.0,2.0
10.7%,94.16490365372519,0.6060952598776373,7.704843044199211,0.6518382983589686,"Bureau County, Illinois",28.077648807822058,23.314654925953455,18.085653839556294,"3,550",32937.0,212.0,228.0,2695.0,2.0
12.0%,98.87993711927687,0.1375515818431912,0.7860090391039498,0.2358027117311849,"Calhoun County, Illinois",25.702495578699153,21.8707015130674,20.12183140106111,580,5032.0,7.0,12.0,40.0,2.0
10.4%,96.87398453239749,0.7993760967050108,2.8400597907324365,0.34444661077532984,"Carroll County, Illinois",26.600376941574055,20.543315786053164,21.19971404432313,"1,500",14906.0,123.0,53.0,437.0,2.0
10.4%,86.27034159214192,3.071397155842252,16.793725260225774,0.32253335288080925,"Cass County, Illinois",34.5697111860431,24.930362116991645,15.701510042515759,"1,300",11769.0,419.0,44.0,2291.0,2.0
11.2%,73.40325540453847,12.40594586261258,5.274988686151351,8.936199839865527,"Champaign County, Illinois",35.90194996046369,19.434456761205684,9.979063163600738,"23,510",147600.0,24946.0,17969.0,10607.0,2.0
11.3%,96.58045977011494,1.4224137931034484,1.353448275862069,0.4798850574712643,"Christian County, Illinois",30.26436781609195,22.344827586206897,17.517241379310345,"3,730",33610.0,495.0,167.0,471.0,2.0
11.4%,98.1144781144781,0.2938475665748393,1.0529537802265077,0.33670033670033667,"Clark County, Illinois",32.21303948576676,22.76094276094276,18.034894398530763,"1,790",16027.0,48.0,55.0,172.0,2.0
14.0%,97.71263119797322,0.340209916757148,1.0930148389431777,0.4560260586319218,"Clay County, Illinois",33.25370973579443,22.902642055736518,17.86463988418386,"1,860",13499.0,47.0,63.0,151.0,2.0
8.5%,93.43784757163286,3.543244531539643,2.801758381441661,0.4422435252370107,"Clinton County, Illinois",21.43424606747524,22.72655050050315,14.453683597267094,"3,220",35284.0,1338.0,167.0,1058.0,2.0
14.2%,92.86470031370074,3.8368013661760063,2.143931097210105,0.9856514394965938,"Coles County, Illinois",35.964212128524494,18.454513392608543,13.79355150075177,"7,280",50029.0,2067.0,531.0,1155.0,2.0
9.3%,55.38771915471131,24.790136052784824,23.962269054368175,6.21159167801643,"Cook County, Illinois",32.773465134969946,23.72198453223734,11.941632537165463,"481,720",2877212.0,1287767.0,322672.0,1244762.0,2.0
11.1%,92.75369632134026,4.713125094615734,1.8267144370994601,0.5197557652520562,"Crawford County, Illinois",26.507544027854873,20.45213705404451,16.834031387192812,"2,100",18381.0,934.0,103.0,362.0,2.0
11.4%,98.26212889210717,0.3439536567704562,0.6788559015206372,0.2443881245474294,"Cumberland County, Illinois",29.045981173062994,23.515568428674875,16.63649529326575,"1,230",10856.0,38.0,27.0,75.0,2.0
10.9%,85.06371243818943,6.401673640167364,10.124572080639025,2.3183720045644733,"DeKalb County, Illinois",30.66089767972613,22.337390642829973,9.829783187523773,"11,370",89453.0,6732.0,2438.0,10647.0,2.0
10.4%,96.82386329327939,0.5253305959785037,2.1375520801883945,0.3622969627437957,"De Witt County, Illinois",25.45739991546404,23.078316526779787,16.71396654791377,"1,650",16035.0,87.0,60.0,354.0,2.0
9.6%,95.66066066066065,0.2902902902902903,6.056056056056057,0.4154154154154154,"Douglas County, Illinois",30.41041041041041,25.895895895895897,15.785785785785786,"1,880",19113.0,58.0,83.0,1210.0,2.0
6.1%,77.88431756612326,4.6182671628182925,13.251479948174548,10.066701275132944,"DuPage County, Illinois",17.645846329684904,24.803582412500926,11.60379704315734,"56,610",714140.0,42346.0,92304.0,121506.0,2.0
11.5%,98.34194659776055,0.34453057708871665,1.0066752799310938,0.1776485788113695,"Edgar County, Illinois",28.63372093023256,22.184539190353146,18.67463393626184,"2,000",18268.0,64.0,33.0,187.0,2.0
10.5%,97.96161285522987,0.4463621484898081,0.8778455586966225,0.32733224222585927,"Edwards County, Illinois",27.168576104746318,22.853742002678175,17.72057729504538,680,6584.0,30.0,22.0,59.0,2.0
9.9%,97.62572279656561,0.23071082296594825,1.7434729279831787,0.42929735412651127,"Effingham County, Illinois",27.726184218211554,24.653933765551077,15.174347292798318,"3,390",33429.0,79.0,147.0,597.0,2.0
13.1%,93.72177055103884,4.426377597109305,1.3730803974706414,0.23035230352303526,"Fayette County, Illinois",37.33965672990063,22.47515808491418,16.169828364950316,"2,830",20750.0,980.0,51.0,304.0,2.0
12.3%,97.13088559051204,0.6036503089269227,2.087919892053121,0.2627654285917193,"Ford County, Illinois",29.96236062779632,23.769618635040125,18.698956040053975,"1,630",13677.0,85.0,37.0,294.0,2.0
15.7%,97.67447738934808,0.31091226207628725,1.2006774348474507,0.31344000404438715,"Franklin County, Illinois",41.3867192436996,22.651095776143173,18.396906043831045,"6,120",38641.0,123.0,124.0,475.0,2.0
12.2%,93.40688985405595,3.4233456527017183,2.4171140305915992,0.3021392538239499,"Fulton County, Illinois",31.748900698697025,20.915050311581105,18.052820415981007,"4,280",34625.0,1269.0,112.0,896.0,2.0
15.9%,97.92449454285203,0.2147074610842727,1.1808910359634999,0.08946144211844695,"Gallatin County, Illinois",39.27357308999821,21.184469493648237,20.48667024512435,810,5473.0,12.0,5.0,66.0,2.0
11.7%,97.85395362235346,0.856978251476307,0.8281722598300446,0.11522396658504969,"Greene County, Illinois",33.72461471986173,23.030390321186804,17.197177012818663,"1,530",13588.0,119.0,16.0,115.0,2.0
8.4%,93.74787767413059,1.2084773185785909,8.181691069252741,0.6531769969838004,"Grundy County, Illinois",20.268461738209854,27.279627669136886,11.078041667498951,"4,250",46933.0,605.0,327.0,4096.0,2.0
11.4%,98.20267234243822,0.3665602459501005,1.241575026605179,0.2246659571952229,"Hamilton County, Illinois",26.85349414686059,22.83315596547239,19.75877970911671,930,8305.0,31.0,19.0,105.0,2.0
11.6%,98.00565326633166,0.2721943048576214,0.9683835845896147,0.24078726968174202,"Hancock County, Illinois",29.684882747068674,21.96922110552764,19.8178391959799,"2,080",18723.0,52.0,46.0,185.0,2.0
14.2%,97.33796296296296,0.30092592592592593,1.2962962962962963,0.5092592592592593,"Hardin County, Illinois",35.06944444444444,20.27777777777778,20.324074074074076,560,4205.0,13.0,22.0,56.0,2.0
9.9%,98.18578638657755,0.2046105579047879,1.0776156049652164,0.2046105579047879,"Henderson County, Illinois",27.84067657891147,20.365570863456554,20.897558314009,680,7198.0,15.0,15.0,79.0,2.0
10.1%,94.77082755615417,1.5766747217050272,4.757754625044567,0.37832270332369367,"Henry County, Illinois",26.054747850889353,23.957136631937566,17.081963316563005,"4,980",47846.0,796.0,191.0,2402.0,2.0
11.1%,94.74056127599435,0.7840366108082644,5.3301029678982434,0.34659129147318124,"Iroquois County, Illinois",31.74843529174238,23.60522242412006,18.934652399219328,"3,100",28155.0,233.0,103.0,1584.0,2.0
14.9%,77.84217343651399,14.263177123119334,3.9905011790494536,3.17180909362649,"Jackson County, Illinois",42.84765352552393,17.831877511707464,11.627752499252715,"8,620",46875.0,8589.0,1910.0,2403.0,2.0
12.9%,98.61827180862034,0.11342544854609199,0.814600948649206,0.24747370591874612,"Jasper County, Illinois",27.717055062899565,22.72633532687152,17.41596205403176,"1,230",9564.0,11.0,24.0,79.0,2.0
13.2%,88.37922064542715,8.373039379813017,2.0578463440389423,0.6335797254487857,"Jefferson County, Illinois",33.58230097612486,22.139233007958378,16.194915909032375,"5,030",34315.0,3251.0,246.0,799.0,2.0
9.7%,97.58973243419622,0.40461170328475093,0.965847291711986,0.33500108766586906,"Jersey County, Illinois",21.070263215140308,22.793125951707633,15.684141831629322,"2,120",22431.0,93.0,77.0,222.0,2.0
9.6%,97.21315812681894,0.4718229120733751,2.6854219948849107,0.3174883146661963,"Jo Daviess County, Illinois",23.577916923890996,20.79107505070994,21.306993562042507,"2,070",22046.0,107.0,72.0,609.0,2.0
10.7%,88.9922110952154,7.995549197265936,2.9883961214433317,0.17485296455253535,"Johnson County, Illinois",26.72071212843745,19.40073120330631,17.223017008424733,"1,340",11197.0,1006.0,22.0,376.0,2.0
7.0%,74.63053278966909,5.710027189681506,30.73928375275827,3.4729432587638693,"Kane County, Illinois",25.970318416205906,28.953808593181424,9.643506595584055,"37,020",384548.0,29422.0,17895.0,158390.0,2.0
11.1%,77.55555359677035,15.14953855917637,8.961736110498991,0.9272889139613395,"Kankakee County, Illinois",29.19373462965738,25.345309346049767,13.430704545654876,"12,270",87986.0,17187.0,1052.0,10167.0,2.0
4.2%,83.57533816761958,5.739262306512341,15.599288802119649,3.0217194254636732,"Kendall County, Illinois",19.84032910333287,31.433900432296753,7.305466462139172,"5,330",95891.0,6585.0,3467.0,17898.0,2.0
13.5%,87.547005801319,7.199682533683554,4.8338026039796675,0.6387119938018481,"Knox County, Illinois",34.847597271301424,20.559723350781383,18.447060602052193,"6,840",46329.0,3810.0,338.0,2558.0,2.0
7.0%,75.08635860927811,6.970241462936164,19.899724505374845,6.305671095240396,"Lake County, Illinois",20.9533706156125,27.389112702605118,10.390468852617483,"49,020",528204.0,49033.0,44358.0,139987.0,2.0
11.6%,93.2086303149468,1.918823075032478,8.018503563779362,0.6688669639408729,"LaSalle County, Illinois",28.483023770232784,23.013588006039114,16.3951406200625,"12,700",106187.0,2186.0,762.0,9135.0,2.0
13.7%,87.30469910295253,9.552664409196222,3.285213568585517,0.2257470444959306,"Lawrence County, Illinois",31.283787797778174,19.05186241311709,15.938929483752155,"2,200",14696.0,1608.0,38.0,553.0,2.0
11.1%,90.8800754905498,4.81529793788682,5.0012489245372045,0.6827454136715606,"Lee County, Illinois",24.292969942549473,21.464849712747355,15.664289084399543,"3,830",32745.0,1735.0,246.0,1802.0,2.0
12.2%,91.78947368421052,4.916559691912709,3.933247753530167,0.5109114249037228,"Livingston County, Illinois",27.79204107830552,22.48523748395379,15.768934531450576,"4,380",35752.0,1915.0,199.0,1532.0,2.0
10.3%,89.12060716053458,7.5400098993565425,2.946708463949843,0.6071605345652532,"Logan County, Illinois",21.66309189902656,20.003299785513942,15.706979046361985,"2,970",27008.0,2285.0,184.0,893.0,2.0
13.2%,90.38390776401324,5.034956457745615,2.658530602232307,1.7784864467067336,"McDonough County, Illinois",32.340856126579176,16.076904207040354,14.240156997424261,"4,020",29476.0,1642.0,580.0,867.0,2.0
6.7%,90.1208058038606,1.0632853996631688,11.41631040290193,2.528501101178909,"McHenry County, Illinois",17.55829770695686,27.262274906075916,10.143801010493588,"20,670",278257.0,3283.0,7807.0,35249.0,2.0
9.5%,84.29457693487133,7.327860731724576,4.383978487014366,4.261906446819051,"McLean County, Illinois",27.233859363574176,22.652324676243722,10.22574481636119,"16,340",142940.0,12426.0,7227.0,7434.0,2.0
12.8%,79.31442293803265,16.274555828398093,1.870576339737108,1.0093167701863355,"Macon County, Illinois",31.200346670518563,22.82608695652174,16.378376426404735,"13,510",87855.0,18027.0,1118.0,2072.0,2.0
11.7%,97.55260127708574,0.7515963571652884,0.8751177640531771,0.27007222861928193,"Macoupin County, Illinois",29.433685753166543,22.558358630796608,17.106668062388778,"5,310",46596.0,359.0,129.0,418.0,2.0
10.8%,88.24986445436383,7.885785162023455,2.715740376259832,0.8370407231081172,"Madison County, Illinois",27.544358702029843,22.744186391960845,14.270541662643623,"28,500",237641.0,21235.0,2254.0,7313.0,2.0
13.8%,93.14603037756422,3.94806907219109,1.374343890255344,0.5679945229099577,"Marion County, Illinois",37.5003169612293,23.424702690366914,17.554580723685877,"5,200",36734.0,1557.0,224.0,542.0,2.0
10.1%,97.08069620253164,0.3481012658227848,2.4841772151898733,0.3560126582278481,"Marshall County, Illinois",24.723101265822788,21.693037974683545,19.525316455696203,"1,180",12271.0,44.0,45.0,314.0,2.0
12.9%,98.0635483431065,0.3681985544797491,0.797763534706123,0.2727396699849993,"Mason County, Illinois",35.83799263602891,22.00327287603982,19.12586935769808,"1,750",14382.0,54.0,40.0,117.0,2.0
14.3%,90.95210318231901,5.859096506578521,1.8795774191457646,0.27221466070386935,"Massac County, Illinois",36.76842309935835,22.801218484671722,18.393933501847172,"2,030",14033.0,904.0,42.0,290.0,2.0
9.7%,97.46556473829202,0.59818968909878,0.9523809523809524,0.23612750885478156,"Menard County, Illinois",23.78591105863833,23.620621802439985,15.568673750491932,"1,200",12383.0,76.0,30.0,121.0,2.0
10.1%,98.29013021784107,0.28599245466715345,1.8680783741024707,0.3164171838870634,"Mercer County, Illinois",23.743458683217717,22.635998539613,18.260922477789947,"1,570",16153.0,47.0,52.0,307.0,2.0
6.3%,97.96704797159936,0.2093637163576782,1.3654155414631186,0.4369329732681979,"Monroe County, Illinois",14.364171496192007,24.489486300330736,14.133567982522683,"2,140",32287.0,69.0,144.0,450.0,2.0
13.0%,95.11028434759501,3.1623704491097526,1.5247143236779166,0.3687217645495615,"Montgomery County, Illinois",29.939542917884665,21.213127823545044,17.270130215253786,"3,730",28632.0,952.0,111.0,459.0,2.0
12.1%,90.92469125383296,5.969561425718063,2.0029819675359386,0.4726137226770191,"Morgan County, Illinois",30.06160857456325,21.34357329732467,16.69620502433398,"4,150",32321.0,2122.0,168.0,712.0,2.0
8.6%,98.49117607436347,0.27616866496025866,0.8689209214603261,0.20881045399434192,"Moultrie County, Illinois",27.91997844537249,24.929273878485787,17.634379630877003,"1,260",14622.0,41.0,31.0,129.0,2.0
9.9%,93.21457277978205,0.9028543656653645,8.862179187617997,0.467315924257435,"Ogle County, Illinois",26.76598687776885,24.75652840346188,15.182159747275549,"5,050",49867.0,483.0,250.0,4741.0,2.0
11.4%,74.42598689502074,17.711025555781955,3.8081654101472435,3.140047400988772,"Peoria County, Illinois",32.4364322712795,24.07208811007325,13.921627505442535,"20,920",138800.0,33030.0,5856.0,7102.0,2.0
13.1%,87.9463087248322,8.348993288590604,2.680089485458613,0.38926174496644295,"Perry County, Illinois",30.156599552572704,20.72930648769575,15.727069351230424,"2,790",19656.0,1866.0,87.0,599.0,2.0
7.8%,97.9915117460697,0.3467033295474924,0.9982664833522624,0.3048598242572778,"Piatt County, Illinois",18.17203658317891,23.952417956841412,16.2173471217646,"1,270",16393.0,58.0,51.0,167.0,2.0
11.9%,96.94461351186854,1.6737674984783932,1.046865489957395,0.23128423615337798,"Pike County, Illinois",35.89166159464394,22.59281801582471,19.08703590992088,"1,870",15928.0,275.0,38.0,172.0,2.0
14.7%,91.6778523489933,6.017897091722595,1.4317673378076063,0.24608501118568235,"Pope County, Illinois",32.706935123042506,18.21029082774049,21.588366890380314,620,4098.0,269.0,11.0,64.0,2.0
14.7%,64.35643564356435,32.36487583184548,1.574419737055673,0.21100470702807983,"Pulaski County, Illinois",46.56711572796624,22.804739490342477,18.24379159227398,810,3965.0,1994.0,13.0,97.0,2.0
9.5%,96.62004662004662,0.5328005328005327,4.195804195804196,0.21645021645021645,"Putnam County, Illinois",21.495171495171494,21.295371295371297,17.7988677988678,540,5803.0,32.0,13.0,252.0,2.0
10.8%,87.57916119010635,9.747281634603896,2.589915163101924,0.3106703309833911,"Randolph County, Illinois",27.89759827936432,19.808220814912175,15.951726610108736,"3,490",29318.0,3263.0,104.0,867.0,2.0
13.1%,97.30179264461283,0.4805026797264831,1.2628596069734492,0.733074601121173,"Richland County, Illinois",35.60648062588554,22.226329082732704,19.158504281402085,"2,070",15795.0,78.0,119.0,205.0,2.0
10.9%,81.58947040245076,9.006682661678392,11.601805538611687,1.6394887018285822,"Rock Island County, Illinois",31.429520285199192,22.49264636113483,16.18546080544373,"15,750",120382.0,13289.0,2419.0,17118.0,2.0
10.6%,64.60067541546938,30.475901294546315,3.2530290013923038,1.2130817311964925,"St. Clair County, Illinois",31.714533281985958,25.397695292828153,12.519625559143288,"27,690",174458.0,82302.0,3276.0,8785.0,2.0
16.2%,93.03576446032193,3.9938987677116367,1.3647493276602578,0.4054108296873119,"Saline County, Illinois",42.058363103600534,22.895676955806206,18.404046080359652,"3,880",23178.0,995.0,101.0,340.0,2.0
11.2%,83.61127288380219,11.817284075658979,1.762337629453321,1.6306687261033601,"Sangamon County, Illinois",28.579748309827057,23.70850530473755,13.856632821006254,"22,010",165103.0,23335.0,3220.0,3480.0,2.0
14.2%,95.50636267232238,3.2211028632025447,1.1930010604453871,0.11930010604453871,"Schuyler County, Illinois",34.11983032873807,20.943796394485684,18.531283138918344,990,7205.0,243.0,9.0,90.0,2.0
11.3%,98.58076563958917,0.16806722689075632,0.8029878618113911,0.22408963585434172,"Scott County, Illinois",26.834733893557424,23.75350140056022,18.03921568627451,560,5279.0,9.0,12.0,43.0,2.0
10.1%,98.57800831730984,0.22358359790725754,0.804900952466127,0.25041362965612846,"Shelby County, Illinois",31.113893484773957,22.5908867325493,18.924115726870276,"2,180",22045.0,50.0,56.0,180.0,2.0
12.3%,97.68101434768101,0.46713380046713376,0.9843176509843177,0.31698365031698367,"Stark County, Illinois",28.995662328995664,23.540206873540207,19.91991991991992,670,5855.0,28.0,19.0,59.0,2.0
11.4%,86.5439835677307,8.960197857936326,2.94690951772128,0.6224979564461026,"Stephenson County, Illinois",34.37362453103058,22.659344805181195,18.7755444237178,"5,160",41291.0,4275.0,297.0,1406.0,2.0
9.3%,96.1822532756252,1.0148160184350856,1.8568031079663796,0.7378465810892654,"Tazewell County, Illinois",23.34963144600204,23.513597352910764,15.612951829475458,"12,370",130225.0,1374.0,999.0,2514.0,2.0
14.1%,94.78885893980234,0.8760107816711591,4.846136567834681,0.3032345013477089,"Union County, Illinois",37.00584007187781,21.495956873315365,18.16599281221923,"2,400",16880.0,156.0,54.0,863.0,2.0
13.2%,82.47840735068912,12.950689127105667,4.215620214395099,0.6909647779479327,"Vermilion County, Illinois",36.25604900459418,24.41408882082695,16.29647779479326,"10,200",67323.0,10571.0,564.0,3441.0,2.0
11.6%,96.89461789570603,0.6445132669289361,1.3225077425295053,0.5859211517535783,"Wabash County, Illinois",29.856867832928767,22.164560140621077,17.845484221980414,"1,340",11576.0,77.0,70.0,158.0,2.0
10.7%,91.29157960128764,1.711187665894844,8.41475122832778,0.5308635003106116,"Warren County, Illinois",31.631558140848252,22.13248997571582,17.032811882306433,"1,840",16165.0,303.0,94.0,1490.0,2.0
8.0%,97.68958956238109,0.6863278064691493,1.3386789888556672,0.2854036422941017,"Washington County, Illinois",22.322642022288665,22.13916825224246,17.00869801576515,"1,120",14376.0,101.0,42.0,197.0,2.0
12.5%,98.01312649164677,0.25059665871121717,1.0501193317422435,0.4236276849642005,"Wayne County, Illinois",35.190930787589494,22.553699284009546,19.44510739856802,"2,060",16427.0,42.0,71.0,176.0,2.0
12.4%,98.145243777702,0.3818615751789976,1.0773951585407433,0.21138765768837367,"White County, Illinois",33.19468121377429,20.900102284350496,20.96147289464712,"1,710",14393.0,56.0,31.0,158.0,2.0
10.2%,92.1792198023864,1.3350883790898833,11.034565284283223,0.4718110020855414,"Whiteside County, Illinois",28.918937399569216,23.487982495128037,17.516838182501964,"5,730",53923.0,781.0,276.0,6455.0,2.0
5.6%,75.95843910502391,11.178788594368026,15.617362300017712,4.550593305389929,"Will County, Illinois",18.99698919652872,29.068126807957967,9.270618100242045,"38,860",514664.0,75743.0,30833.0,105817.0,2.0
12.7%,92.74379492743795,3.8277800382778002,1.9606070196060703,0.8454270084542701,"Williamson County, Illinois",33.55486233554863,22.140844221408443,16.331359163313593,"8,490",61542.0,2540.0,561.0,1301.0,2.0
12.1%,77.43932589597176,12.22897319704944,10.89763128839758,2.306394911706732,"Winnebago County, Illinois",33.44103283141303,24.91990273177406,13.789261208537388,"34,520",228652.0,36108.0,6810.0,32177.0,2.0
7.7%,97.35930064142354,0.48365404510655907,1.3630250362093939,0.5509000620732465,"Woodford County, Illinois",19.822056693565074,25.837988826815643,14.799296503207119,"2,970",37643.0,187.0,213.0,527.0,2.0
12.7%,96.981417396109,0.31116410271323464,4.1062029255241805,0.2268299066507692,"Adams County, Indiana",37.04888475295897,31.157123331491555,13.813359699886584,"4,500",33349.0,107.0,78.0,1412.0,2.0
11.7%,79.26541318046092,11.71252557488975,6.499047361740809,2.735774451283177,"Allen County, Indiana",34.444697730835365,27.00539500012664,11.858587393654894,"43,760",281653.0,41618.0,9721.0,23093.0,2.0
12.1%,89.621585019663,1.8491027944891527,6.2010052868713705,3.4273510951376407,"Bartholomew County, Indiana",30.43076282001198,25.210302888246478,13.97374794905852,"10,010",68824.0,1420.0,2632.0,4762.0,2.0
13.5%,95.87756946013101,0.47436187034108873,4.867856336119268,0.169414953693246,"Benton County, Indiana",38.220013553196296,25.79625028235826,15.74429636322566,"1,170",8489.0,42.0,15.0,431.0,2.0
14.5%,97.68134106219645,0.3838320538931537,0.9164969450101833,0.1488328372238759,"Blackford County, Indiana",35.1088829703901,22.82625724580918,17.7659407801974,"1,740",12470.0,49.0,19.0,117.0,2.0
8.6%,95.25600282485875,0.8739406779661016,2.242231638418079,1.663135593220339,"Boone County, Indiana",19.064265536723163,28.10204802259887,11.730225988700566,"5,630",53953.0,495.0,942.0,1270.0,2.0
10.8%,97.58561868521191,0.34772339587980583,1.1678257446529328,0.28867602676814064,"Brown County, Indiana",26.971526046450595,20.810917202466868,17.18934523028474,"1,630",14874.0,53.0,44.0,178.0,2.0
11.3%,96.75018605805012,0.23815430414289257,3.5276606301165963,0.1041925080625155,"Carroll County, Indiana",28.613247333167948,24.594393450756634,15.787645745472586,"2,270",19500.0,48.0,21.0,711.0,2.0
13.0%,88.2435969819843,1.4833444541395062,12.56736642200893,1.0752964122568394,"Cass County, Indiana",36.383000564594774,25.90206846994816,15.074680490684186,"4,930",34385.0,578.0,419.0,4897.0,2.0
11.4%,87.05366862617025,6.949887509978954,4.85340010160389,0.7937803904492344,"Clark County, Indiana",29.457870672762898,23.685499673416068,12.750381014587417,"13,280",95961.0,7661.0,875.0,5350.0,2.0
